occupation_id,title,slug,nco_code,category,jobs,employment_share,employment_share_group,employment_group_code,pay_monthly,pay_annual,pay_division_code,education,education_bucket,education_source_url,education_source_type,url
13460100,"Manager, Bank",manager-bank,13460100,BFSI,,0.03,0.12,134,42993,515916,1,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4294
13460200,"Manager, Insurance",manager-insurance,13460200,BFSI,,0.03,0.12,134,42993,515916,1,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4295
33110202,Mutual Fund Agent,mutual-fund-agent,33110202,BFSI,,0.005625,0.09,331,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3653
21200500,Operation Research Analyst,operation-research-analyst,21200500,BFSI,,0.0,0.0,212,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5126
41200200,Personal Secretary,personal-secretary,41200200,BFSI,,0.0075,0.03,412,23616,283392,4,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4296
41200100,Private Secretary,private-secretary,41200100,BFSI,,0.0075,0.03,412,23616,283392,4,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4297
42260100,Reception Clerk,reception-clerk,42260100,BFSI,,0.006470588235294118,0.11,422,23616,283392,4,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4298
24120400,Risk Management Analyst,risk-management-analyst,24120400,BFSI,,0.034999999999999996,0.42,241,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5180
43120100,Statistical Clerks,statistical-clerks,43120100,BFSI,,0.019230769230769232,0.25,431,23616,283392,4,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4299
21200300,Statistician,statistician,21200300,BFSI,,0.0,0.0,212,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5124
21200400,"Statistician, Applied",statistician-applied,21200400,BFSI,,0.0,0.0,212,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5125
42110400,Teller Bank,teller-bank,42110400,BFSI,,0.012,0.18,421,23616,283392,4,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4300
51420105,Aesthetician,aesthetician,51420105,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6827
51420101,Assistant Beautician,assistant-beautician,51420101,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Passed or Previous NSQF qualification of Level 2.5,Secondary (10th),https://www.nqr.gov.in/qualifications/13704,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3642
52230106,Assistant Beauty/Wellness Consultant,assistant-beauty-wellness-consultant,52230106,Beauty and Wellness,,0.7444444444444445,6.7,522,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6407
51410201,Assistant Hair Stylist,assistant-hair-stylist,51410201,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3643
51420202,Assistant Nail Technician,assistant-nail-technician,51420202,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,8th Pursuing Continuous Schooling or 8th Passed,Up to middle,https://www.nqr.gov.in/qualifications/3971,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6408
51420802,Assistant Spa Therapist,assistant-spa-therapist,51420802,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,8th Pursuing Continuous Schooling or 8th Passed or 8th N.A.,Up to middle,https://www.nqr.gov.in/qualifications/3972,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6409
51420141,Assistant Tattoo Artist,assistant-tattoo-artist,51420141,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Passed or 8th Completed or 9th Passed or 8th Passed or Previous NSQF qualification of Level 2.5 or Previous NSQF qualification of Level 2,Up to middle,https://www.nqr.gov.in/qualifications/12214,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6848
51410300,Barber,barber,51410300,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4260
51420700,Bath Attendant,bath-attendant,51420700,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4261
51420100,Beautician,beautician,51420100,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Passed or 8th Passed or Previous NSQF qualification of Level 2.5,Up to middle,https://www.nqr.gov.in/qualifications/13768,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4262
51420103,Beauty Advisor,beauty-advisor,51420103,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6410
51420102,Beauty Therapist,beauty-therapist,51420102,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Pursuing Continuous Schooling or 10th Passed or Previous NSQF qualification of Level 3,Secondary (10th),https://www.nqr.gov.in/qualifications/3973,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6411
51420401,Bridal Fashion and Photographic Make-Up Artist,bridal-fashion-and-photographic-make-up-artist,51420401,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6412
23200233,Category Expert,category-expert,23200233,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6846
51420125,Cosmetic Dermatology Technician,cosmetic-dermatology-technician,51420125,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6839
23200205,Cosmetic Dermatology Trainer,cosmetic-dermatology-trainer,23200205,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6841
51420500,"Dresser, Stage and Studio",dresser-stage-and-studio,51420500,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4263
51410101,Hair Advisor,hair-advisor,51410101,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6413
23200211,Hair Care Trainer,hair-care-trainer,23200211,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6831
51410100,Hair Dresser (Ladies),hair-dresser-ladies,51410100,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4264
51410202,Hair Stylist,hair-stylist,51410202,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4265
11203911,Institute Head,institute-head,11203911,Beauty and Wellness,,0.04475,1.79,112,42993,515916,1,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6847
23200202,Intern,intern,23200202,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6842
23200231,Junior Faculty,junior-faculty,23200231,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6843
51420400,Make-Up Man,make-up-man,51420400,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4266
23200221,Make-Up Trainer,make-up-trainer,23200221,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6834
51420200,Manicurist,manicurist,51420200,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4267
51420211,Mehendi Specialist,mehendi-specialist,51420211,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6832
51420203,Nail Technician,nail-technician,51420203,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Passed or 11th Passed or Previous NSQF qualification of Level 3 or Previous NSQF qualification of Level 3.5,Secondary (10th),https://www.nqr.gov.in/qualifications/14848,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6836
23200225,Nails Trainer,nails-trainer,23200225,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6838
51420201,Pedicurist and Manicurist,pedicurist-and-manicurist,51420201,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,8th Passed or Previous NSQF qualification of Level 2 or Previous NSQF qualification of Level 2.5,Up to middle,https://www.nqr.gov.in/qualifications/14849,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3644
51410303,Senior Barber,senior-barber,51410303,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6830
51420104,Senior Beauty Therapist,senior-beauty-therapist,51420104,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,Previous NSQF qualification of Level 4 or 10th Passed or 12th Passed or Diploma Pursuing or UG 1st year Completed,Secondary (10th),https://www.nqr.gov.in/qualifications/3983,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6826
51420126,Senior Cosmetic Dermatology Technician,senior-cosmetic-dermatology-technician,51420126,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6840
23200232,Senior Faculty,senior-faculty,23200232,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6844
51420204,Senior Nail Technician,senior-nail-technician,51420204,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6837
51420411,Senior Prosthetic and Media Make-Up Artist,senior-prosthetic-and-media-make-up-artist,51420411,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6833
51420311,Senior Spa Therapist,senior-spa-therapist,51420311,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6851
51410203,Senior Stylist,senior-stylist,51410203,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6829
51420300,Skin Care Specialist,skin-care-specialist,51420300,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4268
23200201,Skincare Trainer,skincare-trainer,23200201,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6828
51420801,Spa Therapist,spa-therapist,51420801,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,10th Passed or 10th Pursuing Continuous Schooling or Previous NSQF qualification of Level 3,Secondary (10th),https://www.nqr.gov.in/qualifications/3985,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6414
23200251,Spa Trainer,spa-trainer,23200251,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6852
34350101,Tattoo Artist,tattoo-artist,34350101,Beauty and Wellness,,0.0075,0.12,343,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4269
23200261,Tattoo Trainer,tattoo-trainer,23200261,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6850
23200241,Technical Head,technical-head,23200241,Beauty and Wellness,,0.0014285714285714286,0.02,232,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6845
51420415,Theatrical and Media Make-Up Artist,theatrical-and-media-make-up-artist,51420415,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6835
51420600,Wigman,wigman,51420600,Beauty and Wellness,,0.014285714285714285,0.5,514,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4270
81318000,Acid Concentrator,acid-concentrator,81318000,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6254
81317700,Acid Plant Operator,acid-plant-operator,81317700,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6252
81318801,Agarbati Maker,agarbati-maker,81318801,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6260
81312100,Ammonia Operator/ Ammonia Plant Operator,ammonia-operator-ammonia-plant-operator,81312100,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6210
81317200,Ampoule Machine/ Plant Operator,ampoule-machine-plant-operator,81317200,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6249
81319000,"Assembler, Marking Devices (Pen &amp; Pencil)",assembler-marking-devices-pen-amp-pencil,81319000,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6262
81314600,Bandroll and Levelling Machine Operator,bandroll-and-levelling-machine-operator,81314600,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6233
31330400,"Batch Still Operator, Chemical",batch-still-operator-chemical,31330400,Chemical and Petrochemicals,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6108
31330600,"Bleaching Operator, Chemical",bleaching-operator-chemical,31330600,Chemical and Petrochemicals,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6110
31330300,Boiling- Tub Operator (Chemical),boiling-tub-operator-chemical,31330300,Chemical and Petrochemicals,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6107
81420700,Bottle Blowing Machine Operator (Plastic),bottle-blowing-machine-operator-plastic,81420700,Chemical and Petrochemicals,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6304
81314500,Box Closing Machine Operator (Match),box-closing-machine-operator-match,81314500,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6232
81314300,Box Filling Machine Operator (Match),box-filling-machine-operator-match,81314300,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6230
81312600,Box Filtration Operator,box-filtration-operator,81312600,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6215
81314200,Box Making Machine Operator (Match),box-making-machine-operator-match,81314200,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6229
81313200,Brine Maker (Chemical),brine-maker-chemical,81313200,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6221
81318200,"Cell Room Attendant, Chemical",cell-room-attendant-chemical,81318200,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6255
81315600,"Charcoal Burner, Beehive Kiln (Chemical)",charcoal-burner-beehive-kiln-chemical,81315600,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6235
21450400,"Chemical Engineer, Drugs and Acids",chemical-engineer-drugs-and-acids,21450400,Chemical and Petrochemicals,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6064
21450100,"Chemical Engineer, General",chemical-engineer-general,21450100,Chemical and Petrochemicals,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6062
31330700,Chemical Process Operator (Radio Active Materials),chemical-process-operator-radio-active-materials,31330700,Chemical and Petrochemicals,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6111
21130500,"Chemist, Analytical",chemist-analytical,21130500,Chemical and Petrochemicals,,0.0004878048780487805,0.02,211,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6053
21311400,"Chemist, Food",chemist-food,21311400,Chemical and Petrochemicals,,0.000625,0.02,213,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6059
21130300,"Chemist, Inorganic",chemist-inorganic,21130300,Chemical and Petrochemicals,,0.0004878048780487805,0.02,211,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6051
21130400,"Chemist, Physical",chemist-physical,21130400,Chemical and Petrochemicals,,0.0004878048780487805,0.02,211,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6052
31160600,"Chemist, Water Purification/ Water Treatment",chemist-water-purification-water-treatment,31160600,Chemical and Petrochemicals,,0.0010576923076923077,0.11,311,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6086
81314900,"Coke Oven Operator, Controller",coke-oven-operator-controller,81314900,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6234
81310500,Compounding Man (Match),compounding-man-match,81310500,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6203
81420600,Compression Moulding Machine Operator (Plastic),compression-moulding-machine-operator-plastic,81420600,Chemical and Petrochemicals,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6303
81314000,Continuous Machine Operator (Match Box Manufacturing),continuous-machine-operator-match-box-manufacturing,81314000,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6227
31330500,"Continuous Still Operator, Chemical",continuous-still-operator-chemical,31330500,Chemical and Petrochemicals,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6109
81313800,Converter Operator (Grain- Feed Mills),converter-operator-grain-feed-mills,81313800,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6225
81310100,"Crusher Operator, Chemical",crusher-operator-chemical,81310100,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6199
81316800,Crystallisation Attendant,crystallisation-attendant,81316800,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6246
81316700,Deodogizer,deodogizer,81316700,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6245
21450200,"Designer, Chemical Engineering",designer-chemical-engineering,21450200,Chemical and Petrochemicals,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6063
81313000,Disc Operator (Abrasive),disc-operator-abrasive,81313000,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6219
81313900,Distiller (Chemical),distiller-chemical,81313900,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6226
81311400,Drying Chamber Attendant (Drugs)/ Chamber Operators,drying-chamber-attendant-drugs-chamber-operators,81311400,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6206
81311500,Drying Chamber Attendant (Matchboxes)/Chamber Operators,drying-chamber-attendant-matchboxes-chamber-operators,81311500,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6207
81222000,"Enameller, Chemical",enameller-chemical,81222000,Chemical and Petrochemicals,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6190
81313600,Evaporator Operator,evaporator-operator,81313600,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6223
81318500,"Extraction Attendant, Chemical",extraction-attendant-chemical,81318500,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6258
81420400,Extruding Machine Operator (Plastic),extruding-machine-operator-plastic,81420400,Chemical and Petrochemicals,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6302
81420300,Extruding Machine Setter (Plastic),extruding-machine-setter-plastic,81420300,Chemical and Petrochemicals,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6301
81312300,Filter Press Operator,filter-press-operator,81312300,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6212
81312400,Filter Press Operator (Ceramics),filter-press-operator-ceramics,81312400,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6213
81314400,Friction Machine Operator (Match),friction-machine-operator-match,81314400,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6231
81312900,Gauger (Cement),gauger-cement,81312900,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6218
81310900,Grading Machine Attendant&nbsp; (Abrasive),grading-machine-attendant-nbsp-abrasive,81310900,Chemical and Petrochemicals,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6205
43119900,Accounting and Bookkeeping,accounting-and-bookkeeping,43119900,Clerical Support,,0.019230769230769232,0.25,431,23616,283392,4,,,,,
44160101,Associate-HRO,associate-hro,44160101,Clerical Support,,0.017826086956521738,0.41,441,23616,283392,4,,,,,
42119900,"Bank Tellers and Related Clerks,",bank-tellers-and-related-clerks,42119900,Clerical Support,,0.012,0.18,421,23616,283392,4,,,,,
42120200,Book Maker,book-maker,42120200,Clerical Support,,0.012,0.18,421,23616,283392,4,,,,,
42120100,"Booking Clerk, Recreation",booking-clerk-recreation,42120100,Clerical Support,,0.012,0.18,421,23616,283392,4,,,,,
42210400,"Booking Clerk, Transport/Concierge",booking-clerk-transport-concierge,42210400,Clerical Support,,0.006470588235294118,0.11,422,23616,283392,4,,,,,
42129900,"Bookmakers, Croupiers and",bookmakers-croupiers-and,42129900,Clerical Support,,0.012,0.18,421,23616,283392,4,,,,,
44140100,"Braille Transcriber, Hand",braille-transcriber-hand,44140100,Clerical Support,,0.017826086956521738,0.41,441,23616,283392,4,,,,,
41310400,Braille Typist,braille-typist,41310400,Clerical Support,,0.022000000000000002,0.33,413,23616,283392,4,,,,,
44110200,Braille and Talking Books Clerk,braille-and-talking-books-clerk,44110200,Clerical Support,,0.017826086956521738,0.41,441,23616,283392,4,,,,,
42110302,"Cashier, Gem and Jewellery",cashier-gem-and-jewellery,42110302,Clerical Support,,0.012,0.18,421,23616,283392,4,,,,,
44199900,"Clerical Support Workers, Other",clerical-support-workers-other,44199900,Clerical Support,,0.017826086956521738,0.41,441,23616,283392,4,,,,,
